Date,Open,High,Low,Close,Adj Close,Volume
2016-01-15,524.775024,527.799988,518.500000,521.424988,502.075287,406118
2016-01-18,512.500000,520.450012,512.150024,514.575012,495.479523,403816
2016-01-19,514.575012,519.375000,513.625000,517.775024,498.560730,551084
2016-01-20,517.000000,517.000000,504.174988,508.600006,489.726227,342854
2016-01-21,513.000000,516.474976,507.000000,511.799988,492.807495,146496
2016-01-22,513.000000,521.500000,513.000000,515.150024,496.033173,166146
2016-01-25,517.500000,523.400024,516.625000,519.974976,500.679077,270352
2016-01-27,524.750000,524.750000,516.200012,517.924988,498.705170,162990
2016-01-28,517.950012,523.000000,515.000000,516.250000,497.092346,82320
2016-01-29,516.224976,526.500000,516.224976,524.474976,505.012115,85050
2016-02-01,527.500000,533.474976,527.125000,530.599976,510.909851,81570
2016-02-02,530.599976,532.500000,526.275024,527.750000,508.165558,74750
2016-02-03,524.500000,525.599976,520.875000,521.900024,502.532684,52994
2016-02-04,525.000000,527.400024,523.424988,525.150024,505.662109,168902
2016-02-05,525.500000,531.500000,524.525024,528.200012,508.598877,82932
2016-02-08,528.000000,529.049988,515.025024,518.599976,499.355072,61700
2016-02-09,515.000000,515.700012,510.924988,513.000000,493.962952,146654
2016-02-10,513.000000,514.950012,505.500000,506.924988,488.113373,115382
2016-02-11,508.000000,508.000000,485.424988,488.024994,469.914764,223748
2016-02-12,491.000000,493.200012,483.299988,486.674988,468.614868,479516
2016-02-15,498.000000,498.000000,485.000000,487.100006,469.024078,484652
2016-02-16,490.000000,490.000000,481.250000,486.725006,468.662964,277462
2016-02-17,487.600006,490.000000,479.549988,487.600006,469.505524,195494
2016-02-18,491.500000,495.375000,488.500000,494.799988,476.438324,380816
2016-02-19,494.500000,496.750000,487.000000,494.024994,475.692078,117654
2016-02-22,497.000000,498.000000,492.500000,495.450012,477.064209,191286
2016-02-23,495.500000,495.500000,483.000000,484.950012,466.953888,322078
2016-02-24,481.500000,481.500000,472.875000,474.750000,457.132355,171920
2016-02-25,476.049988,478.700012,471.000000,473.350006,455.784302,207598
2016-02-26,474.975006,485.274994,473.000000,479.924988,462.115295,168078
2016-02-29,481.000000,491.274994,464.399994,486.274994,468.229706,417464
2016-03-01,490.000000,493.250000,486.250000,492.500000,474.223663,128014
2016-03-02,497.000000,505.299988,497.000000,504.024994,485.321014,185440
2016-03-03,503.500000,509.875000,503.500000,506.924988,488.113373,131638
2016-03-04,507.500000,512.500000,497.100006,510.524994,491.579773,163524
2016-03-08,510.200012,511.125000,505.000000,507.924988,489.076233,73816
2016-03-09,508.000000,515.000000,503.500000,512.950012,493.914795,152894
2016-03-10,512.500000,512.500000,505.500000,510.350006,491.411285,92662
2016-03-11,510.625000,515.500000,506.700012,514.224976,495.142426,128078
2016-03-14,514.224976,518.924988,512.799988,513.924988,494.853577,149882
2016-03-15,515.000000,515.000000,510.750000,513.674988,494.612854,4062492
2016-03-16,515.049988,517.000000,509.825012,515.375000,496.249847,1594436
2016-03-17,517.500000,519.750000,505.649994,508.924988,490.039154,148016
2016-03-18,509.500000,515.625000,508.250000,514.325012,495.238770,126280
2016-03-21,514.000000,523.000000,514.000000,522.125000,502.749298,168992
2016-03-22,522.000000,528.275024,520.525024,526.849976,507.299011,80296
2016-03-23,527.000000,527.000000,520.200012,524.424988,504.963928,338710
2016-03-28,522.525024,526.500000,520.900024,523.799988,504.362122,210588
2016-03-29,523.799988,529.625000,522.275024,526.625000,507.082306,102998
2016-03-30,527.500000,534.924988,526.750000,532.400024,512.643127,139168
2016-03-31,532.474976,539.349976,531.000000,535.599976,515.724182,127166
2016-04-01,533.000000,536.500000,528.500000,532.500000,512.739319,75410
2016-04-04,534.500000,536.224976,532.150024,534.650024,514.809570,70052
2016-04-05,534.000000,538.325012,527.625000,529.150024,509.513580,158490
2016-04-06,532.500000,533.400024,528.349976,530.750000,511.054291,87236
2016-04-07,535.000000,535.500000,523.599976,527.825012,508.237762,79930
2016-04-08,525.075012,531.575012,525.075012,529.400024,509.754333,278442
2016-04-11,529.950012,536.775024,521.500000,534.924988,515.074280,79966
2016-04-12,533.049988,535.625000,530.025024,532.000000,512.257935,867812
2016-04-13,540.000000,542.250000,535.424988,540.625000,520.562744,199622
2016-04-18,542.500000,546.099976,536.000000,544.150024,523.957031,108248
2016-04-20,544.150024,549.900024,542.174988,548.299988,527.952942,222452
2016-04-21,550.000000,552.450012,544.000000,545.525024,525.280945,117334
2016-04-22,549.375000,550.450012,542.825012,546.150024,525.882813,317046
2016-04-25,550.000000,550.000000,542.799988,546.000000,525.738281,88660
2016-04-26,546.025024,557.500000,546.000000,556.700012,536.041260,204548
2016-04-27,556.000000,562.500000,555.000000,562.174988,541.313049,176008
2016-04-28,564.000000,568.000000,552.500000,557.299988,536.618958,123258
2016-04-29,559.849976,568.000000,553.400024,566.724976,545.694153,292994
2016-05-02,565.000000,565.349976,557.500000,558.974976,538.231873,80644
2016-05-03,560.000000,569.000000,556.974976,558.724976,537.991089,289218
2016-05-04,557.500000,567.000000,556.849976,563.700012,542.781494,142298
2016-05-05,563.500000,567.500000,561.500000,566.474976,545.453430,86306
2016-05-06,567.000000,567.000000,559.400024,560.325012,539.531677,54424
2016-05-09,555.025024,572.400024,555.025024,570.924988,549.738342,111812
2016-05-10,567.500000,573.424988,567.500000,572.349976,551.110413,65398
2016-05-11,569.000000,572.724976,565.000000,569.000000,547.884827,74870
2016-05-12,570.650024,575.500000,566.500000,574.950012,553.614075,190980
2016-05-13,574.549988,574.549988,565.250000,570.075012,548.919922,458844
2016-05-16,571.599976,582.974976,566.424988,581.525024,559.945007,144496
2016-05-17,589.000000,589.000000,575.700012,576.799988,555.395386,92508
2016-05-18,576.974976,576.974976,566.125000,570.450012,549.281067,137698
2016-05-19,570.450012,570.750000,566.224976,568.474976,547.379272,77618
2016-05-20,568.575012,574.099976,568.075012,570.150024,548.992126,64234
2016-05-23,568.575012,574.599976,567.000000,568.549988,547.451477,67496
2016-05-24,567.650024,571.125000,567.650024,570.349976,549.184631,65204
2016-05-25,570.500000,587.750000,570.500000,586.299988,564.542786,139102
2016-05-26,589.450012,592.500000,583.025024,590.724976,568.803589,170548
2016-05-27,591.224976,594.825012,588.500000,593.674988,571.644104,251864
2016-05-30,594.974976,597.400024,589.025024,590.025024,568.129700,83584
2016-05-31,590.400024,592.099976,588.724976,590.674988,568.755493,213934
2016-06-01,590.500000,590.500000,585.900024,587.599976,565.794556,462376
2016-06-02,586.849976,590.000000,580.250000,587.625000,565.818726,861416
2016-06-03,588.000000,592.974976,584.950012,586.049988,564.302124,75986
2016-06-06,586.500000,591.000000,585.025024,585.500000,563.772461,168280
2016-06-07,587.500000,589.750000,584.000000,587.099976,565.313110,228856
2016-06-08,587.500000,589.174988,580.325012,581.200012,559.632019,228010
2016-06-09,580.000000,581.400024,576.250000,579.974976,558.452515,214080
2016-06-10,579.700012,586.474976,578.125000,580.599976,559.054260,212794
2016-06-13,579.900024,581.500000,575.500000,576.625000,555.226868,132570
2016-06-14,576.450012,578.224976,572.125000,575.799988,554.432495,157072
2016-06-15,579.950012,585.125000,575.974976,584.650024,562.954102,252240
2016-06-16,584.650024,584.650024,577.900024,581.174988,559.608032,188544
2016-06-17,581.500000,589.125000,581.500000,584.599976,562.905884,465420
2016-06-20,582.500000,589.500000,580.000000,586.224976,564.470520,125004
2016-06-21,586.400024,586.400024,580.974976,582.775024,561.148621,51136
2016-06-22,583.974976,587.500000,583.000000,585.200012,563.483704,95244
2016-06-23,582.000000,596.150024,582.000000,594.875000,572.799561,286642
2016-06-24,584.849976,585.500000,573.299988,580.875000,559.319092,247232
2016-06-27,582.500000,584.950012,576.474976,579.025024,557.537781,83668
2016-06-28,581.474976,586.500000,578.500000,583.924988,562.256042,360894
2016-06-29,584.500000,584.525024,580.000000,583.924988,571.554749,462976
2016-06-30,584.974976,589.500000,581.150024,587.950012,575.494446,107212
2016-07-01,589.450012,592.299988,585.599976,586.950012,574.515686,115130
2016-07-04,588.775024,589.375000,584.625000,585.750000,573.341064,184054
2016-07-05,585.500000,586.000000,581.000000,582.525024,570.184448,67130
2016-07-07,584.525024,594.400024,580.500000,591.849976,579.311768,351762
2016-07-08,593.500000,593.500000,585.275024,586.099976,573.683594,125666
2016-07-11,595.974976,600.650024,592.049988,599.150024,586.457153,710664
2016-07-12,597.500000,602.500000,597.250000,599.799988,587.093384,452892
2016-07-13,602.500000,602.500000,596.424988,597.125000,584.475098,395260
2016-07-14,600.000000,600.974976,596.250000,600.125000,587.411438,270274
2016-07-15,602.500000,613.174988,597.625000,611.799988,598.839172,400038
2016-07-18,612.049988,619.250000,611.250000,615.375000,602.338440,241656
2016-07-19,616.000000,616.000000,607.125000,609.025024,596.123047,250054
2016-07-20,614.750000,618.625000,613.000000,616.049988,602.999146,502788
2016-07-21,615.950012,619.750000,611.575012,614.224976,601.212769,307292
2016-07-22,615.000000,617.500000,610.500000,615.724976,602.681030,87554
2016-07-25,617.500000,624.500000,612.625000,623.275024,610.071045,189434
2016-07-26,622.500000,622.775024,618.049988,619.349976,606.229187,161036
2016-07-27,620.525024,623.875000,615.025024,618.474976,605.372742,82258
2016-07-28,619.525024,625.000000,617.500000,623.950012,610.731812,117298
2016-07-29,625.000000,625.000000,617.525024,623.275024,610.071045,105620
2016-08-01,623.275024,629.424988,614.224976,620.825012,607.673035,121052
2016-08-02,622.775024,628.025024,620.000000,622.099976,608.920959,76978
2016-08-03,622.049988,624.825012,615.500000,620.125000,606.987854,107818
2016-08-04,622.775024,623.200012,617.000000,620.974976,607.819763,214960
2016-08-05,622.500000,627.924988,621.000000,624.500000,611.270142,231746
2016-08-08,626.500000,627.375000,622.099976,624.950012,611.710632,70772
2016-08-09,629.500000,629.500000,618.500000,623.625000,610.413635,93132
2016-08-10,625.000000,625.500000,611.500000,614.724976,601.702209,106608
2016-08-11,614.450012,617.474976,611.775024,614.150024,601.139404,55390
2016-08-12,616.000000,617.500000,610.000000,614.174988,601.163879,68762
2016-08-16,614.375000,618.525024,607.974976,612.974976,599.989319,187098
2016-08-17,615.049988,618.625000,613.500000,617.075012,604.002502,59788
2016-08-18,618.625000,626.599976,618.250000,625.599976,612.346802,1541772
2016-08-19,626.000000,626.000000,620.424988,622.474976,609.288025,68902
2016-08-22,622.474976,627.025024,620.674988,624.424988,611.196716,470688
2016-08-23,627.750000,627.750000,623.025024,625.900024,612.640564,143064
2016-08-24,624.275024,632.250000,624.000000,631.099976,617.730286,223904
2016-08-25,633.000000,633.750000,627.250000,628.849976,615.527954,186898
2016-08-26,630.000000,630.875000,626.500000,628.950012,615.625854,100352
2016-08-29,628.849976,628.849976,617.625000,619.174988,606.057983,169736
2016-08-30,622.500000,642.500000,612.500000,633.750000,620.324158,246278
2016-08-31,634.000000,647.349976,632.775024,645.375000,631.702942,195588
2016-09-01,645.375000,645.375000,633.174988,640.125000,626.564087,138720
2016-09-02,642.025024,644.250000,640.750000,642.224976,628.619629,125202
2016-09-06,642.500000,652.500000,642.500000,649.525024,635.764954,164428
2016-09-07,650.525024,652.500000,641.549988,643.875000,630.234680,71906
2016-09-08,649.974976,649.974976,641.750000,644.724976,631.066650,157112
2016-09-09,645.000000,646.900024,639.525024,645.275024,631.605042,223084
2016-09-12,639.974976,642.849976,636.349976,639.974976,626.417236,115948
2016-09-14,640.000000,640.000000,632.750000,634.875000,621.425293,1018708
2016-09-15,634.875000,642.700012,634.875000,639.775024,626.221558,101786
2016-09-16,645.000000,652.500000,643.000000,649.025024,635.275574,186740
2016-09-19,649.025024,651.000000,644.025024,645.000000,631.335876,137236
2016-09-20,649.500000,649.500000,642.125000,643.799988,630.161255,259022
2016-09-21,646.025024,649.174988,644.000000,646.400024,632.706238,64754
2016-09-22,654.000000,657.775024,650.150024,653.825012,639.973938,193992
2016-09-23,653.825012,659.099976,651.500000,656.575012,642.665649,239346
2016-09-26,657.000000,657.000000,646.625000,648.424988,634.688293,55784
2016-09-27,654.900024,654.900024,647.099976,648.849976,635.104309,377402
2016-09-28,650.025024,650.500000,644.525024,647.500000,633.782898,277154
2016-09-29,649.250000,653.000000,636.174988,638.525024,624.998047,256814
2016-09-30,638.549988,640.974976,633.625000,635.849976,622.379639,102380
2016-10-03,637.775024,645.000000,637.775024,643.424988,629.794189,140706
2016-10-04,649.500000,649.500000,641.275024,644.775024,631.115662,102166
2016-10-05,649.950012,649.950012,638.500000,642.200012,628.595215,197486
2016-10-06,644.000000,647.500000,639.900024,641.375000,627.787598,92938
2016-10-07,641.375000,643.500000,638.000000,640.549988,626.980103,91588
2016-10-10,640.750000,643.825012,639.500000,642.200012,628.595215,45776
2016-10-13,642.150024,642.150024,628.500000,631.950012,618.562317,147126
2016-10-14,634.450012,634.450012,620.000000,630.724976,617.363281,126302
2016-10-17,635.000000,635.000000,616.500000,618.900024,605.788757,107420
2016-10-18,620.500000,630.000000,620.075012,628.700012,615.381165,108354
2016-10-19,633.000000,633.000000,624.000000,629.275024,615.943970,476780
2016-10-20,630.000000,633.500000,625.750000,627.674988,614.377808,86674
2016-10-21,628.000000,636.174988,625.099976,635.174988,621.718994,84166
2016-10-24,637.474976,637.974976,631.500000,632.700012,619.296448,93424
2016-10-25,632.750000,632.750000,622.375000,625.200012,611.955383,256272
2016-10-26,625.500000,627.099976,617.625000,620.200012,607.061279,188548
2016-10-27,620.500000,627.224976,612.500000,624.349976,611.123291,163496
2016-10-28,625.500000,630.424988,620.825012,630.000000,616.653564,258172
2016-11-01,626.849976,631.500000,625.000000,629.900024,616.555786,168668
2016-11-02,627.500000,627.500000,621.250000,623.025024,609.826416,245616
2016-11-03,622.500000,629.950012,616.099976,628.299988,614.989624,148402
2016-11-04,625.000000,625.500000,621.000000,621.849976,608.676270,629710
2016-11-07,625.000000,627.000000,620.000000,624.950012,611.710632,219076
2016-11-08,622.500000,628.599976,620.500000,627.299988,614.010803,467796
2016-11-09,610.000000,629.250000,598.250000,625.950012,612.689514,1299844
2016-11-10,632.500000,641.000000,627.525024,638.099976,624.581970,517246
2016-11-11,638.650024,640.500000,634.474976,637.849976,624.337219,547982
2016-11-15,641.500000,644.000000,626.000000,627.625000,614.328918,230440
2016-11-16,632.474976,632.775024,620.500000,621.950012,608.774231,123814
2016-11-17,619.450012,624.500000,612.599976,614.849976,601.824524,184050
2016-11-18,616.275024,617.474976,604.174988,605.799988,592.966248,122736
2016-11-21,607.525024,609.875000,594.674988,599.250000,586.555054,121268
2016-11-22,603.099976,603.099976,594.674988,598.650024,585.967773,148020
2016-11-23,602.500000,602.500000,590.625000,592.450012,579.899048,100066
2016-11-24,593.500000,593.500000,581.775024,583.450012,571.089844,231736
2016-11-25,587.450012,596.724976,579.650024,594.575012,581.979065,215850
2016-11-28,590.900024,599.200012,590.000000,592.674988,580.119263,226266
2016-11-29,597.000000,597.000000,588.325012,589.525024,577.036133,95490
2016-11-30,590.049988,600.875000,590.049988,599.799988,587.093384,134032
2016-12-01,604.900024,604.900024,596.000000,598.025024,585.356018,70574
2016-12-02,598.000000,601.400024,589.000000,595.599976,582.982361,399388
2016-12-05,596.000000,599.000000,589.500000,597.849976,585.184692,375058
2016-12-06,600.400024,601.349976,595.250000,596.599976,583.961182,94046
2016-12-07,600.000000,604.650024,584.349976,590.549988,578.039307,201144
2016-12-08,594.924988,602.224976,594.799988,599.950012,587.240234,111898
2016-12-09,602.500000,602.500000,594.325012,599.049988,586.359253,122956
2016-12-12,597.500000,597.500000,590.500000,591.924988,579.385193,67982
2016-12-13,591.924988,596.950012,590.150024,592.900024,580.339600,174850
2016-12-14,593.250000,594.500000,586.799988,589.799988,577.305176,285870
2016-12-15,585.000000,596.750000,582.500000,588.275024,575.812561,245918
2016-12-16,588.500000,592.625000,586.000000,590.500000,577.990417,130524
2016-12-19,590.450012,590.450012,585.724976,588.349976,575.885925,110786
2016-12-20,588.349976,593.000000,586.000000,590.799988,578.284058,148514
2016-12-21,591.000000,592.200012,587.250000,589.974976,577.476563,73676
2016-12-22,591.250000,591.250000,584.525024,586.250000,573.830505,74872
2016-12-23,586.950012,594.500000,584.924988,593.224976,580.657715,110438
2016-12-26,590.500000,594.400024,585.500000,587.474976,575.029480,185812
2016-12-27,587.900024,593.500000,587.400024,592.700012,580.143799,156386
2016-12-28,593.474976,597.900024,591.000000,594.075012,581.489685,179696
2016-12-29,592.900024,603.275024,591.474976,600.724976,587.998718,140534
2016-12-30,603.000000,605.075012,600.000000,602.099976,589.344604,281896
2017-01-02,602.500000,604.599976,596.200012,598.650024,585.967773,340712
2017-01-03,600.025024,600.500000,593.000000,595.200012,582.590820,134756
2017-01-04,595.525024,596.450012,592.250000,593.049988,580.486389,310786
2017-01-05,599.775024,599.775024,590.875000,591.724976,579.189453,1691870
2017-01-06,594.900024,599.125000,593.200012,596.599976,583.961182,386898
2017-01-09,600.000000,601.825012,595.599976,597.450012,584.793152,736788
2017-01-10,598.650024,607.500000,598.000000,606.174988,593.333313,1741904
2017-01-11,610.000000,619.000000,608.025024,616.299988,603.243896,597930
2017-01-12,619.000000,621.599976,612.599976,617.250000,604.173706,110380
2017-01-13,613.125000,619.950012,613.125000,616.325012,603.268311,66610
2017-01-16,622.450012,625.000000,617.299988,623.799988,610.584961,8845254
2017-01-17,624.450012,626.250000,618.000000,619.224976,606.106873,84964
2017-01-18,621.000000,627.700012,620.500000,621.974976,608.798584,81060
2017-01-19,621.974976,621.974976,616.549988,617.424988,604.344971,84324
2017-01-20,619.000000,622.375000,615.599976,618.325012,605.225952,69136
2017-01-23,618.000000,624.974976,617.500000,622.400024,609.214661,67938
2017-01-24,625.000000,635.500000,625.000000,633.875000,620.446533,266182
2017-01-25,638.000000,645.849976,635.150024,643.775024,630.136841,192694
2017-01-27,647.500000,650.000000,644.025024,646.500000,632.804016,156286
2017-01-30,646.500000,647.075012,640.049988,642.424988,628.815430,108608
2017-01-31,639.500000,646.200012,639.000000,643.474976,629.843140,148444
2017-02-01,644.000000,655.000000,640.275024,653.099976,639.264221,251698
2017-02-02,653.099976,653.099976,646.000000,649.250000,635.495850,535032
2017-02-03,653.400024,658.250000,648.000000,655.650024,641.760254,189030
2017-02-06,657.549988,660.000000,656.075012,656.875000,642.959290,96232
2017-02-07,655.674988,657.950012,651.625000,653.724976,639.876038,111562
2017-02-08,653.724976,659.075012,649.125000,653.400024,639.557861,135164
2017-02-09,653.599976,659.599976,647.000000,649.750000,635.985168,131588
2017-02-10,651.224976,654.674988,649.500000,652.250000,638.432251,80042
2017-02-13,655.000000,657.500000,649.799988,655.224976,641.344177,92212
2017-02-14,654.775024,657.000000,652.500000,655.299988,641.417542,75168
2017-02-15,657.500000,662.424988,654.224976,661.224976,647.217102,238726
2017-02-16,662.500000,666.599976,660.000000,663.674988,649.615234,145480
2017-02-17,719.500000,725.000000,680.625000,688.575012,673.987793,11049012
2017-02-20,682.000000,708.000000,680.049988,703.599976,688.694397,367170
2017-02-21,704.000000,709.500000,698.700012,706.150024,691.190430,356332
2017-02-22,707.500000,709.000000,697.799988,699.599976,684.779175,158602
2017-02-23,701.000000,710.000000,694.000000,697.349976,682.576843,212720
2017-02-27,696.000000,700.000000,689.974976,696.924988,682.160828,125726
2017-02-28,696.625000,698.174988,692.500000,694.599976,679.885071,68544
2017-03-01,698.000000,698.549988,692.625000,694.924988,680.203125,66714
2017-03-02,699.500000,699.500000,688.049988,689.775024,675.162292,1356930
2017-03-03,691.000000,694.000000,684.625000,688.275024,673.694153,70240
2017-03-06,690.000000,694.575012,687.500000,690.150024,675.529358,86012
2017-03-07,691.000000,694.500000,688.625000,693.075012,678.392395,127040
2017-03-08,693.075012,699.250000,690.400024,695.724976,680.986267,1060052
2017-03-09,696.500000,699.000000,692.500000,697.500000,682.723633,51564
2017-03-10,699.275024,702.500000,697.000000,700.099976,685.268555,204246
2017-03-14,712.500000,712.500000,703.825012,704.900024,689.966919,1176752
2017-03-15,704.500000,709.500000,704.500000,708.724976,693.710815,165650
2017-03-16,708.724976,711.000000,707.000000,709.099976,694.077881,131214
2017-03-17,709.099976,714.000000,705.674988,713.000000,697.895264,171816
2017-03-20,713.000000,719.500000,712.200012,718.750000,703.523499,153858
2017-03-21,718.000000,722.500000,718.000000,720.775024,705.505615,301754
2017-03-22,713.950012,718.000000,713.125000,715.625000,700.464661,2804362
2017-03-23,715.549988,717.500000,712.000000,715.349976,700.195435,2619992
2017-03-24,715.250000,717.250000,711.000000,712.424988,697.332458,1224852
2017-03-27,712.424988,712.424988,703.000000,705.724976,690.774414,649504
2017-03-28,708.099976,712.500000,706.625000,709.375000,694.347107,2005166
2017-03-29,709.500000,717.250000,709.500000,713.924988,698.800720,170124
2017-03-30,713.500000,739.000000,713.500000,731.875000,716.370422,408426
2017-03-31,730.000000,730.000000,718.500000,721.150024,705.872620,260516
2017-04-03,722.500000,724.400024,714.750000,716.349976,701.174316,106956
2017-04-05,723.000000,723.000000,715.000000,716.700012,701.516907,131034
2017-04-06,716.724976,719.849976,713.325012,717.950012,702.740417,233532
2017-04-07,716.400024,723.250000,712.500000,719.375000,704.135254,92798
2017-04-10,719.500000,720.724976,715.750000,716.799988,701.614807,93456
2017-04-11,720.000000,720.875000,715.799988,719.525024,704.282043,331964
2017-04-12,719.500000,724.875000,717.775024,721.775024,706.484436,153128
2017-04-13,720.000000,724.500000,718.750000,719.674988,704.428894,68608
2017-04-17,720.000000,722.500000,714.224976,718.025024,702.813904,230190
2017-04-18,718.525024,727.375000,718.525024,722.875000,707.561096,277324
2017-04-19,723.750000,727.450012,719.275024,723.525024,708.197388,183516
2017-04-20,725.000000,732.825012,725.000000,730.974976,715.489502,274670
2017-04-21,737.400024,750.000000,727.549988,748.375000,732.520874,1030980
2017-04-24,750.000000,769.000000,748.549988,766.375000,750.139526,1061572
2017-04-25,767.500000,772.500000,765.049988,768.099976,751.828003,521392
2017-04-26,772.250000,775.549988,764.000000,773.724976,757.333801,445908
2017-04-27,771.150024,786.150024,770.000000,783.625000,767.024170,393956
2017-04-28,782.500000,782.500000,769.000000,771.075012,754.739990,418274
2017-05-02,775.500000,775.500000,765.549988,770.875000,754.544250,309274
2017-05-03,775.000000,777.125000,767.599976,770.700012,754.372925,371196
2017-05-04,770.500000,771.000000,762.174988,766.724976,750.482117,158824
2017-05-05,767.000000,771.125000,763.000000,766.049988,749.821411,209780
2017-05-08,768.924988,769.674988,764.549988,767.525024,751.265198,163524
2017-05-09,767.549988,772.849976,766.825012,767.700012,751.436462,91204
2017-05-10,770.500000,777.474976,769.424988,775.525024,759.095764,424670
2017-05-11,776.500000,780.000000,770.049988,773.400024,757.015747,421424
2017-05-12,772.474976,776.474976,768.500000,774.250000,757.847717,94242
2017-05-15,775.000000,779.000000,772.000000,777.599976,761.126709,119176
2017-05-16,777.575012,781.000000,774.400024,779.575012,763.059937,77524
2017-05-17,779.500000,782.500000,776.000000,779.299988,762.790710,78730
2017-05-18,770.500000,780.750000,770.500000,779.224976,762.717346,55376
2017-05-19,775.000000,784.000000,772.549988,779.974976,763.451416,92622
2017-05-22,783.000000,790.000000,781.400024,787.900024,771.208557,109320
2017-05-23,790.000000,791.450012,782.000000,784.325012,767.709290,126892
2017-05-24,787.000000,787.724976,781.025024,784.700012,768.076355,77422
2017-05-25,785.500000,812.500000,784.125000,808.575012,791.445557,224116
2017-05-26,806.849976,815.750000,801.000000,812.849976,795.630005,118558
2017-05-29,813.000000,824.000000,810.000000,816.025024,798.737732,98292
2017-05-30,816.000000,816.000000,808.375000,814.424988,797.171570,78240
2017-05-31,816.000000,820.000000,812.049988,816.674988,799.373962,77778
2017-06-01,815.000000,819.000000,811.500000,813.650024,796.413086,105264
2017-06-02,817.500000,822.500000,814.275024,817.900024,800.572937,91758
2017-06-05,819.500000,819.500000,812.775024,817.875000,800.548523,62114
2017-06-06,818.000000,821.450012,814.500000,819.474976,802.114624,68200
2017-06-07,819.474976,822.450012,815.500000,820.275024,802.897705,64626
2017-06-08,822.500000,828.750000,821.000000,822.750000,805.320251,115564
2017-06-09,822.375000,835.000000,821.000000,833.450012,815.793518,102808
2017-06-12,831.500000,837.525024,830.674988,834.625000,816.943726,112378
2017-06-13,832.000000,845.950012,830.775024,839.825012,822.033569,90752
2017-06-14,839.500000,839.825012,834.000000,835.424988,817.726746,318606
2017-06-15,835.424988,836.974976,828.000000,831.000000,813.395508,257334
2017-06-16,840.000000,840.000000,829.174988,834.000000,816.331909,238886
2017-06-19,835.000000,847.750000,834.025024,845.674988,827.759583,215704
2017-06-20,846.000000,847.000000,841.000000,843.900024,826.022278,73164
2017-06-21,842.500000,851.224976,840.275024,849.825012,831.821655,113026
2017-06-22,849.625000,857.799988,845.650024,848.924988,830.940735,208312
2017-06-23,849.000000,850.325012,837.500000,839.275024,821.495239,106882
2017-06-27,849.000000,849.000000,829.250000,833.950012,816.283020,151248
2017-06-28,833.950012,837.474976,830.000000,833.000000,815.353149,72908
2017-06-29,834.500000,840.974976,826.900024,830.950012,818.752563,296834
2017-06-30,829.750000,830.325012,822.025024,826.125000,813.998352,99276
2017-07-03,826.500000,833.724976,823.974976,829.125000,816.954224,67436
2017-07-04,834.000000,834.000000,825.000000,825.849976,813.727295,86450
2017-07-05,831.500000,831.500000,823.000000,825.299988,813.185425,73588
2017-07-06,827.500000,831.700012,826.549988,829.349976,817.175903,76344
2017-07-07,829.500000,833.974976,829.375000,832.674988,820.452148,104060
2017-07-10,834.000000,840.000000,832.500000,838.299988,825.994629,1684870
2017-07-11,840.000000,845.000000,834.250000,840.275024,827.940613,193278
2017-07-12,845.000000,845.000000,830.875000,840.474976,828.137573,178226
2017-07-13,842.500000,845.974976,837.500000,840.599976,828.260803,84616
2017-07-14,839.500000,842.025024,836.474976,840.500000,828.162354,75882
2017-07-17,839.500000,844.200012,837.924988,841.400024,829.049072,69818
2017-07-18,841.000000,844.500000,839.375000,841.275024,828.925964,55838
2017-07-19,841.500000,847.750000,841.500000,846.299988,833.877136,93746
2017-07-20,845.000000,856.974976,844.650024,854.075012,841.538025,106378
2017-07-21,855.000000,857.500000,850.525024,851.674988,839.173218,124912
2017-07-24,856.000000,870.099976,848.000000,867.275024,854.544312,523536
2017-07-25,875.000000,878.000000,866.424988,869.674988,856.908997,161622
2017-07-26,870.000000,877.500000,866.875000,874.875000,862.032715,241658
2017-07-27,875.349976,898.924988,875.349976,893.974976,880.852295,247210
2017-07-28,892.400024,892.700012,880.875000,889.275024,876.221313,174352
2017-07-31,889.000000,895.825012,883.750000,891.674988,878.586121,136538
2017-08-01,892.000000,905.000000,887.500000,897.700012,884.522705,147666
2017-08-02,900.650024,904.200012,892.900024,897.325012,884.153198,99238
2017-08-03,896.974976,896.974976,887.375000,890.025024,876.960327,83658
2017-08-04,887.500000,897.750000,883.049988,895.625000,882.478149,98462
2017-08-07,896.000000,898.000000,892.049988,893.700012,880.581360,70834
2017-08-08,894.000000,898.000000,883.025024,890.075012,877.009583,96976
2017-08-09,883.049988,888.375000,880.000000,882.474976,869.521179,395018
2017-08-10,882.474976,882.974976,877.375000,879.849976,866.934631,91184
2017-08-11,877.000000,878.599976,866.400024,875.674988,862.820923,115852
2017-08-14,877.500000,887.200012,874.150024,878.924988,866.023193,91196
2017-08-16,880.000000,894.500000,875.250000,890.200012,877.132751,125622
2017-08-17,890.525024,890.525024,878.500000,883.575012,870.604980,71886
2017-08-18,876.000000,880.000000,872.500000,876.849976,863.978699,91736
2017-08-21,877.500000,879.025024,870.799988,872.150024,859.347656,60854
2017-08-22,873.500000,876.924988,868.750000,875.200012,862.352966,51102
2017-08-23,874.000000,888.974976,874.000000,886.525024,873.511658,77250
2017-08-24,886.525024,887.000000,880.474976,882.775024,869.816772,69338
2017-08-28,887.500000,887.500000,879.174988,880.775024,867.846130,65774
